,Country,Code,Year,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),Continent,country_code,region,life_expect,life_exp60,adult_mortality,infant_mort,age1-4mort,alcohol,bmi,age5-19thinness,age5-19obesity,hepatitis,measles,polio,diphtheria,basic_water,doctors,hospitals,gni_capita,gghe-d,che_gdp,une_pop,une_infant,une_life,une_hiv,une_gni,une_poverty,une_edu_spend,une_literacy,une_school,Region,Hemisphere,HappinessScore,HDI,GDP_PerCapita,Beer_PerCapita,Spirit_PerCapita,Wine_PerCapita,Alcohol_PerCapita
367,Spain,ESP,2005,12.83,37963.36584,44019118,,ESP,Europe,80.36279,23.51811,76.21893,0.003685,0.00021,11.92,26.2,0.6,8.4,96,97,96,96,100,27.605,,26850,5.51353,7.67286,44019.123,3.8,80.17073,0.4,27300,0.7,4.13003,97.75069,8.97228,Western Europe,north,6.361,889,26.617,3.55,1.9625,1.4,6.9125
368,Spain,ESP,2010,10.03,37319.47622,46931011,,ESP,Europe,82.1356,24.81475,64.63471,0.00311,0.00017,8.79352,26.2,0.6,9.5,97,95,97,97,100,30.292,,30900,6.73602,9.01127,46931.015,3.2,81.62683,0.4,31480,0.7,4.81912,97.7489,9.4173,Western Europe,north,6.361,889,26.617,3.55,1.9625,1.4,6.9125
369,Spain,ESP,2015,11.32,37377.06802,46671919,Europe,ESP,Europe,82.72697,25.09063,57.71033,0.002615,0.000135,10.34504,26,0.6,10.6,97,96,97,97,99.92673,32.166,,,6.48763,9.10925,46671.926,2.7,82.83171,0.4,34930,1,4.27239,98.14326,9.97406,Western Europe,north,6.361,889,26.617,3.55,1.9625,1.4,6.9125
370,Suriname,SUR,2000,5.29,13068.20615,470944,,SUR,Americas,67.72431,17.32978,221.5465,0.02976,0.00108,4.45705,25.4,3.6,7.9,,84,70,71,89.56471,4.056,,7810,3.04092,6.28476,470.949,30.1,67.822,1.1,7400,,,,,Latin America and Caribbean,north,6.269,719,5.871,1.6,2.225,0.0875,3.9125
371,Suriname,SUR,2005,5.41,15908.30078,499461,,SUR,Americas,68.72333,17.66064,206.8632,0.02589,0.00087,4.51537,25.8,3.5,9.7,83,91,84,83,91.26084,,,10600,2.52979,5.61498,499.464,25.7,68.877,1.3,10390,,,,,Latin America and Caribbean,north,6.269,719,5.871,1.6,2.225,0.0875,3.9125
372,Suriname,SUR,2010,6.22,18840.36897,529126,,SUR,Americas,70.37387,18.7573,194.0871,0.02177,0.000725,5.26345,26.1,3.5,11.7,84,87,94,94,92.81998,,,13730,2.1316,5.03042,529.131,22,70.465,1.4,13510,,,94.67575,,Latin America and Caribbean,north,6.269,719,5.871,1.6,2.225,0.0875,3.9125
373,Suriname,SUR,2015,5.81,19317.05451,559136,South America,SUR,Americas,71.5972,19.1406,182.3828,0.01834,0.000575,4.75646,26.5,3.5,13.5,73,76,78,73,94.43904,10.463,,,3.38823,6.21927,559.143,18.6,71.249,1.4,15430,,,,,Latin America and Caribbean,north,6.269,719,5.871,1.6,2.225,0.0875,3.9125
374,Sweden,SWE,2000,8.53,40625.36205,8881642,,SWE,Europe,79.74406,22.60415,71.99351,0.003375,0.000175,6.2,25.1,1.3,5,,91,99,99,100,30.731,,27750,6.25312,7.40229,8881.64,3.4,79.6439,,29340,,6.8095,,,Western Europe,north,7.291,932,51.845,1.9,0.75,2.325,4.975
375,Sweden,SWE,2005,8.64,45440.29675,9038627,,SWE,Europe,80.6192,23.25515,65.87162,0.002895,0.000175,6.53,25.5,1.3,5.3,,96,98,98,100,35.107,,32940,6.75948,8.26792,9038.623,3,80.54634,,34470,0.9,6.552,,12.41897,Western Europe,north,7.291,932,51.845,1.9,0.75,2.325,4.975
376,Sweden,SWE,2010,9.49,47791.37152,9390157,,SWE,Europe,81.54234,23.89702,57.87268,0.00245,0.000145,7.38,25.8,1.3,5.7,,97,98,98,100,38.779,,40460,6.94138,8.47718,9390.168,2.5,81.45122,,42780,0.5,6.61479,,12.37422,Western Europe,north,7.291,932,51.845,1.9,0.75,2.325,4.975
377,Sweden,SWE,2015,9.13,50928.96298,9764949,Europe,SWE,Europe,82.14144,24.38754,53.95993,0.002215,0.00011,7.13,26,1.4,6.6,53,98,98,98,100,42.856,,,9.1702,11.00372,9764.95,2.3,82.20488,,48930,0.5,7.5483,,12.42627,Western Europe,north,7.291,932,51.845,1.9,0.75,2.325,4.975
378,Switzerland,CHE,2000,12.49,59389.42406,7143764,,CHE,Europe,79.83388,23.13034,77.55467,0.004625,0.00026,11.26423,24.8,0.6,4.1,,82,95,93,100,35.298,,34890,2.7544,9.84357,7143.761,4.7,79.68049,,38130,,4.7814,,,Western Europe,north,7.509,943,79.866,2.3125,1.25,3.5,7.0625
379,Switzerland,CHE,2005,11.64,61613.39105,7386818,,CHE,Europe,81.19151,24.06376,65.68872,0.004425,0.000195,10.15385,25,0.6,4.5,,87,94,94,100,38.207,,40370,3.26076,10.82197,7386.816,4.3,81.23659,,43980,,5.2041,,,Western Europe,north,7.509,943,79.866,2.3125,1.25,3.5,7.0625
380,Switzerland,CHE,2010,11.41,65819.73725,7808674,,CHE,Europe,82.38717,24.87048,57.0278,0.004075,0.00014,10.00604,25.1,0.5,5,,92,96,95,100,38.166,,51670,3.32786,10.69854,7808.675,3.9,82.24634,,56180,,4.92605,,13.38566,Western Europe,north,7.509,943,79.866,2.3125,1.25,3.5,7.0625
381,Switzerland,CHE,2015,11.58,68025.92004,8296775,Europe,CHE,Europe,82.96902,25.17451,49.6077,0.003675,0.000115,9.6227,25.2,0.4,5.6,,94,96,96,100,41.898,,,3.61692,11.8843,8296.775,3.8,82.89756,,65450,,5.10057,,14.00355,Western Europe,north,7.509,943,79.866,2.3125,1.25,3.5,7.0625
382,Thailand,THA,2000,6.49,9809.62237,62952639,,THA,South-East Asia,70.63464,20.35948,203.5507,0.020135,0.00089,5.81168,22.9,9.5,3.1,95,94,97,97,93.62749,,,6980,1.71153,3.10125,62952.642,18.6,70.623,2,7170,2.5,5.25346,92.64654,,Southeastern Asia,north,6.474,748,5.979,1.2375,3.225,0.0125,4.475
383,Thailand,THA,2005,6.81,12304.40208,65416189,,THA,South-East Asia,72.30066,20.60436,182.556,0.015935,0.000675,6.1874,23.3,9.1,5,96,96,98,98,95.79865,,,9250,2.01306,3.15972,65416.189,14.6,72.099,1.6,9810,,3.93859,93.50647,,Southeastern Asia,north,6.474,748,5.979,1.2375,3.225,0.0125,4.475
384,Thailand,THA,2010,7.71,14399.04451,67195032,,THA,South-East Asia,74.02065,21.20864,161.2465,0.012475,0.000545,6.7,23.8,8.4,7.6,98,98,99,99,97.75838,3.906,,12030,2.50096,3.3901,67195.028,11.5,74.184,1.5,12660,0.1,3.50844,96.43091,7.71917,Southeastern Asia,north,6.474,748,5.979,1.2375,3.225,0.0125,4.475
385,Thailand,THA,2015,8.36,16285.38657,68714519,Asia,THA,South-East Asia,75.29301,21.98139,149.0156,0.010645,0.000445,6.57,24.3,7.8,10.7,99,99,99,99,99.29021,4.651,,,2.74871,3.66789,68714.511,9,76.091,1.3,15450,,,92.86831,,Southeastern Asia,north,6.474,748,5.979,1.2375,3.225,0.0125,4.475
386,Togo,TGO,2000,1.79,1700.441397,4924406,,TGO,Africa,54.86656,14.19428,321.5676,0.080605,0.012325,1.0825,22,9.6,0.5,,58,63,64,45.88497,,,1010,0.39249,3.3097,4924.402,75.7,53.491,3.6,960,,3.9209,53.1776,,Sub-Saharan Africa,north,3.303,500,577,0.45,0.025,0.2375,0.7125
387,Togo,TGO,2005,3.26,1573.683752,5611643,,TGO,Africa,55.35582,14.17482,341.3495,0.06995,0.010325,1.84143,22.6,8.5,0.8,,70,80,82,51.64329,,,1060,0.67936,3.96861,5611.64,66.7,54.602,3.3,1010,,3.15978,,,Sub-Saharan Africa,north,3.303,500,577,0.45,0.025,0.2375,0.7125
388,Togo,TGO,2010,2.11,1625.545446,6421674,,TGO,Africa,57.76152,14.63913,306.4195,0.062015,0.00848,1.2595,23.1,7.5,1.3,83,68,83,83,57.29899,2.554,,1060,1.55496,5.90042,6421.679,58.6,57.468,2.9,1210,,4.09646,,,Sub-Saharan Africa,north,3.303,500,577,0.45,0.025,0.2375,0.7125
389,Togo,TGO,2015,2.37,1920.469307,7323162,Africa,TGO,Africa,60.21597,15.21817,271.0376,0.05495,0.006935,1.32804,23.5,6.5,1.9,82,75,82,82,62.91055,0.493,,,1.27388,6.24937,7323.158,51.4,59.927,2.5,1620,49.2,5.1086,63.74562,,Sub-Saharan Africa,north,3.303,500,577,0.45,0.025,0.2375,0.7125
390,Trinidad and Tobago,TTO,2000,5.27,16939.52547,1267159,,TTO,Americas,69.40385,17.97431,201.9602,0.025125,0.000865,4.81164,25.9,7,3,,90,90,90,91.82783,10.062,,12980,1.567,4.23492,1267.153,25.4,69.413,,13470,,2.75565,97.9,,Latin America and Caribbean,north,6.168,785,16.352,2.4625,1.95,0.0875,4.5
391,Trinidad and Tobago,TTO,2005,6.17,24424.85791,1296497,,TTO,Americas,69.94192,18.29909,194.855,0.02223,0.000765,5.75006,26.5,6.5,4.7,95,93,95,95,94.07509,,,21610,2.1463,4.43451,1296.502,23.8,70.691,,22390,,,,,Latin America and Caribbean,north,6.168,785,16.352,2.4625,1.95,0.0875,4.5
392,Trinidad and Tobago,TTO,2010,6.21,28879.28737,1328144,,TTO,Americas,70.91438,18.87771,178.6341,0.02028,0.000645,5.92258,27,6.1,7.2,90,92,91,90,96.31626,18.086,,27250,2.44674,5.08043,1328.147,20.8,71.946,,29130,,,98.7,,Latin America and Caribbean,north,6.168,785,16.352,2.4625,1.95,0.0875,4.5
393,Trinidad and Tobago,TTO,2015,6.88,29053.33478,1370332,North America,TTO,Americas,71.71342,19.51683,172.856,0.017425,0.00054,6.13983,27.5,5.8,10.4,90,89,88,96,98.18496,26.498,,,3.10893,6.03951,1370.328,18,72.941,,33280,,,,,Latin America and Caribbean,north,6.168,785,16.352,2.4625,1.95,0.0875,4.5
394,Tunisia,TUN,2000,1.36,7329.345126,9708347,,TUN,Eastern Mediterranean,72.84624,18.97643,111.4905,0.026705,0.00141,1.19532,25.1,6.6,3.4,94,95,97,97,87.89997,7.668,,5620,2.65892,5.04834,9708.35,25,73.172,0.1,5760,5.9,6.20198,,,Middle East and Northern Africa,north,5.045,732,3.689,0.6375,0.0375,0.25,0.925
395,Tunisia,TUN,2005,1.46,8523.088777,10106778,,TUN,Eastern Mediterranean,74.07446,19.30335,104.5379,0.019865,0.000885,1.24807,25.5,6.4,4.6,97,96,98,98,90.01215,9.322,,7320,2.74299,5.39736,10106.771,18.8,74.217,0.1,7440,3.3,6.45157,,,Middle East and Northern Africa,north,5.045,732,3.689,0.6375,0.0375,0.25,0.925
396,Tunisia,TUN,2010,1.4,10113.37035,10635245,,TUN,Eastern Mediterranean,74.89726,19.52879,99.42535,0.015465,0.000645,1.25903,25.9,6.3,6.2,98,97,98,98,92.46056,12.22,,9660,3.28053,5.88396,10635.244,15.8,75.041,0.1,9750,2,6.25481,79.13058,6.70267,Middle East and Northern Africa,north,5.045,732,3.689,0.6375,0.0375,0.25,0.925
397,Tunisia,TUN,2015,1.99,10510.33031,11179951,Africa,TUN,Eastern Mediterranean,75.83047,19.91669,92.84834,0.011355,0.00049,1.48702,26.3,6.4,8.1,93,94,93,93,95.72655,13.108,,,3.99501,7.00741,11179.949,14.8,75.922,0.1,11240,0.3,6.59921,,,Middle East and Northern Africa,north,5.045,732,3.689,0.6375,0.0375,0.25,0.925
398,Turkey,TUR,2000,2.41,15433.58712,63240196,,TUR,Europe,70.94616,19.08665,144.0889,0.031565,0.001905,1.65543,26.7,5.3,5.2,71,87,85,85,95.49076,13.479,,9180,2.85059,4.62187,63240.194,30.9,70.005,,9440,,2.52908,,,Middle East and Northern Africa,north,5.389,787,10.863,0.6375,0.275,0.0875,1
399,Turkey,TUR,2005,2.12,18251.6691,67903461,,TUR,Europe,72.74175,19.62364,129.0263,0.02405,0.001125,1.38883,27.1,5,7,85,91,90,90,96.69164,14.852,,11390,3.34777,4.94164,67903.469,21.4,72.424,,11760,2.6,,88.22906,6.08772,Middle East and Northern Africa,north,5.389,787,10.863,0.6375,0.275,0.0875,1
400,Turkey,TUR,2010,2.32,20027.66683,72326992,,TUR,Europe,74.57514,20.36147,116.2128,0.01654,0.000695,1.55584,27.5,4.9,9,96,97,97,97,97.91648,17.068,,16040,3.94176,5.05365,72326.988,14.9,74.507,,17280,0.8,,92.6606,7.25812,Middle East and Northern Africa,north,5.389,787,10.863,0.6375,0.275,0.0875,1
401,Turkey,TUR,2015,2.12,25958.64076,78529413,Asia,TUR,Europe,76.1022,21.10353,106.4989,0.011015,0.000465,1.43238,27.8,4.8,11.1,97,97,97,97,98.89722,17.988,,,3.23358,4.13855,78529.409,10.9,76.532,,25340,0.3,,95.60142,7.965,Middle East and Northern Africa,north,5.389,787,10.863,0.6375,0.275,0.0875,1
402,Turkmenistan,TKM,2000,4.82,4622.078757,4516128,,TKM,Europe,63.54384,17.02422,214.7636,0.084335,0.004385,2.89266,24.7,3.7,1.8,,96,98,97,86.98167,27.475,,3990,3.21463,6.89164,4516.133,65.7,63.613,,3980,,,,,Central and Eastern Europe,north,5.658,705,6.389,0.2375,0.8875,0.4,1.525
403,Turkmenistan,TKM,2005,4.88,5629.069839,4754652,,TKM,Europe,64.48651,16.3035,233.8078,0.055315,0.003585,2.63209,25.2,3.4,2.3,99,99,99,99,90.77705,25.038,,5400,2.02053,9.5553,4754.646,57.8,65.017,,5390,,,,,Central and Eastern Europe,north,5.658,705,6.389,0.2375,0.8875,0.4,1.525
404,Turkmenistan,TKM,2010,4.82,8616.889533,5087211,,TKM,Europe,66.63837,17.46823,188.3671,0.06016,0.002755,2.89733,25.8,3.2,3.1,96,99,96,96,94.61871,22.743,,9000,1.20168,4.99636,5087.213,50.2,66.657,,8920,,,,,Central and Eastern Europe,north,5.658,705,6.389,0.2375,0.8875,0.4,1.525
405,Turkmenistan,TKM,2015,5.3,12993.53181,5565283,Asia,TKM,Europe,67.75501,17.22971,198.1752,0.0408,0.00209,3.36252,26.4,3.3,4.4,99,99,99,99,98.2223,,,,1.50821,6.29794,5565.287,43.2,67.704,,15070,,,,,Central and Eastern Europe,north,5.658,705,6.389,0.2375,0.8875,0.4,1.525
406,Ukraine,UKR,2000,12.46,7221.465608,48838058,,UKR,Europe,67.46349,16.65772,257.5393,0.01559,0.00067,6.94854,25.7,3.1,3.4,4,99,99,99,98.00832,30.295,,3710,2.51133,5.30685,48838.065,15.8,67.67561,0.6,3700,,4.16623,,,Central and Eastern Europe,north,4.324,746,2.186,2.575,2.9625,0.5625,6.1
407,Ukraine,UKR,2005,12.01,10957.55828,46890775,,UKR,Europe,66.87247,16.49311,280.0482,0.013055,0.000515,6.82209,26,2.7,4,97,96,95,96,97.30968,30.181,,6410,3.72638,6.34616,46890.772,12.5,67.95683,0.9,6410,0.3,6.06441,,,Central and Eastern Europe,north,4.324,746,2.186,2.575,2.9625,0.5625,6.1
408,Ukraine,UKR,2010,13.57,11778.3137,45792086,,UKR,Europe,69.91357,17.52977,217.5392,0.009065,0.000405,7.7731,26.3,2.5,5,48,56,57,52,95.0744,34.83,,7590,3.68649,6.81226,45792.09,10.1,70.26537,0.9,7550,,,,,Central and Eastern Europe,north,4.324,746,2.186,2.575,2.9625,0.5625,6.1
409,Ukraine,UKR,2015,10.16,11237.07446,44921636,Europe,UKR,Europe,72.09795,18.93704,187.7428,0.008955,0.00033,6.0636,26.5,2.4,6.7,22,56,51,23,93.65691,,,,2.85616,6.94536,,8.1,71.18951,0.9,7880,0.1,,,,Central and Eastern Europe,north,4.324,746,2.186,2.575,2.9625,0.5625,6.1
410,United Arab Emirates,ARE,2000,2.58,102494.7146,3134067,,ARE,Eastern Mediterranean,74.28304,18.50414,106.8517,0.01005,0.000365,1.65765,27.2,5.4,10.3,92,94,94,94,95.67811,18.015,,,1.63413,2.37414,3134.062,9.6,74.327,,86230,,,,,Middle East and Northern Africa,north,6.573,862,38.518,0.2,1.6875,0.0625,1.95
411,United Arab Emirates,ARE,2005,3.64,90894.89881,4588222,,ARE,Eastern Mediterranean,75.31383,19.01682,91.03882,0.008925,0.000345,2.68329,27.5,5.1,12,92,92,94,94,95.74725,15.193,,93410,1.31882,2.3202,4588.225,8.3,75.376,,82940,,,90.03385,9.10385,Middle East and Northern Africa,north,6.573,862,38.518,0.2,1.6875,0.0625,1.95
412,United Arab Emirates,ARE,2010,3.15,54921.77558,8549998,,ARE,Eastern Mediterranean,76.28283,19.5405,81.48761,0.006645,0.000305,1.74692,28,5,13.3,94,94,94,94,95.83378,14.195,,56260,2.74825,3.87875,8549.988,7.3,76.332,,54210,,,,,Middle East and Northern Africa,north,6.573,862,38.518,0.2,1.6875,0.0625,1.95
413,United Arab Emirates,ARE,2015,3.79,65218.82043,9262896,Asia,ARE,Eastern Mediterranean,77.03481,20.09906,75.03873,0.006795,0.00027,2.13621,28.4,5.1,16.7,99,99,99,99,96.76946,22.111,,,2.55335,3.58359,9262.9,6.7,77.285,,70600,,,93.22714,,Middle East and Northern Africa,north,6.573,862,38.518,0.2,1.6875,0.0625,1.95
414,United Kingdom,GBR,2000,13.73,38280.80027,58923305,,GBR,Europe,77.91763,21.43221,87.98409,0.00555,0.000245,10.82462,26.3,0.6,8.5,,88,91,91,100,19.913,,26280,4.87975,5.97159,58923.309,5.6,77.74146,,26360,,4.06533,,,Western Europe,north,6.725,920,40.412,2.7375,1.575,2.4375,6.75
415,United Kingdom,GBR,2005,13.89,42629.94822,60287953,,GBR,Europe,79.12409,22.46447,81.20974,0.005105,0.00022,11.37588,26.7,0.6,9.5,,82,91,91,100,24.12,,33820,5.99019,7.17457,60287.954,5.1,79.04878,,32940,0.5,4.96651,,,Western Europe,north,6.725,920,40.412,2.7375,1.575,2.4375,6.75
416,United Kingdom,GBR,2010,12.06,42089.01364,63459801,,GBR,Europe,80.59567,23.69223,73.7941,0.004475,0.00018,10.01304,27,0.7,9.9,,89,94,94,100,26.265,,34510,7.14795,8.43394,63459.808,4.4,80.40244,,36040,0.2,5.74164,,13.3929,Western Europe,north,6.725,920,40.412,2.7375,1.575,2.4375,6.75
417,United Kingdom,GBR,2015,11.21,44840.78264,65860149,Europe,GBR,Europe,81.11855,23.99082,68.76315,0.003745,0.00018,9.58646,27.1,0.7,10.1,,93,95,95,100,27.465,,,7.74826,9.68685,65860.146,3.8,80.9561,,41090,0.2,5.60939,,,Western Europe,north,6.725,920,40.412,2.7375,1.575,2.4375,6.75
418,United States,USA,2000,9.19,50124.89118,281710914,,USA,Americas,76.91159,21.60537,114.2133,0.00715,0.00033,8.21345,27.5,0.7,16.5,90,91,90,94,,25.942,,36930,5.52488,12.50252,281710.909,7.1,76.63659,,36800,0.7,,,,North America,north,7.104,922,57.589,3.1125,1.975,1.05,6.1375
419,United States,USA,2005,9.49,54353.06858,294993509,,USA,Americas,77.60121,22.31364,112.3223,0.00694,0.0003,8.5541,28.1,0.7,18.6,93,92,92,96,99.20959,24.356,,44740,6.59986,14.54214,294993.511,6.7,77.4878,,44570,,,,13.05244,North America,north,7.104,922,57.589,3.1125,1.975,1.05,6.1375
420,United States,USA,2010,9.36,54315.91248,309011469,,USA,Americas,78.71655,23.18008,105.2147,0.00648,0.00027,8.56,28.5,0.7,20,92,92,93,95,99.23321,24.354,,48880,7.96501,16.41195,309011.475,6.2,78.54146,0.4,48900,1,,,13.2948,North America,north,7.104,922,57.589,3.1125,1.975,1.05,6.1375
421,United States,USA,2015,9.82,58540.29609,320878312,North America,USA,Americas,78.62656,23.27377,110.4385,0.00604,0.000225,8.7812,28.8,0.7,21.2,92,92,93,95,99.25836,25.781,,,8.5052,16.83988,320878.31,5.8,78.69024,0.4,58300,,,,13.32078,North America,north,7.104,922,57.589,3.1125,1.975,1.05,6.1375
422,Uruguay,URY,2000,8.09,14482.75455,3319734,,URY,Americas,74.81486,20.69427,134.199,0.01489,0.00074,7.11463,25.9,1.8,9.3,92,89,92,90,96.98759,,,9960,4.15722,10.00623,3319.736,14.8,74.731,0.3,10220,,2.42255,,,Latin America and Caribbean,south,6.545,802,15.298,1.4375,0.4375,2.75,4.625
423,Uruguay,URY,2005,7.46,14606.46611,3321799,,URY,Americas,75.40898,20.87782,124.6546,0.014015,0.0007,6.25881,26.3,1.6,10.6,96,95,96,96,97.37784,,,10980,3.80682,8.42659,3321.803,12.4,75.826,0.4,11240,,2.71475,,,Latin America and Caribbean,south,6.545,802,15.298,1.4375,0.4375,2.75,4.625
424,Uruguay,URY,2010,7.1,19293.7408,3359273,,URY,Americas,76.04891,21.42928,117.9304,0.0132,0.00061,5.99082,26.7,1.5,11.9,95,95,95,95,98.38699,,,15550,5.15671,8.59422,3359.275,9.2,76.75,0.5,16180,0.1,,98.07271,8.38086,Latin America and Caribbean,south,6.545,802,15.298,1.4375,0.4375,2.75,4.625
425,Uruguay,URY,2015,6.99,22425.83008,3412013,South America,URY,Americas,76.8482,22.05862,114.1996,0.01212,0.000575,5.99656,27.3,1.5,13.5,95,96,95,95,99.17878,,,,6.16198,9.0082,3412.009,7.6,77.369,0.5,20350,0.1,,98.52387,8.68426,Latin America and Caribbean,south,6.545,802,15.298,1.4375,0.4375,2.75,4.625
426,Uzbekistan,UZB,2000,5.68,2786.430374,24769955,,UZB,Europe,67.27228,17.88041,182.7754,0.05808,0.002775,3.03431,24.8,3.5,1.4,,99,99,99,84.7989,29.628,,1940,2.51569,5.358,24769.955,52.4,67.156,0.1,1970,62,,98.64258,,Central and Eastern Europe,north,5.987,703,2.106,0.3125,1.2625,0.1,1.675
427,Uzbekistan,UZB,2005,4.15,3405.216308,26427785,,UZB,Europe,68.4078,17.63553,183.1743,0.045005,0.00194,1.75846,25.3,3.2,1.8,99,99,99,99,91.60712,26.701,,2710,2.27573,5.04032,26427.789,42.1,68.407,0.1,2740,,,,,Central and Eastern Europe,north,5.987,703,2.106,0.3125,1.2625,0.1,1.675
428,Uzbekistan,UZB,2010,3.01,4651.522962,28515908,,UZB,Europe,70.94949,18.02571,144.918,0.029965,0.00121,1.68955,26,3.1,2.5,99,98,99,99,96.12821,25.432,,4230,2.6859,5.59616,28515.909,31.8,69.672,0.1,4280,,,,,Central and Eastern Europe,north,5.987,703,2.106,0.3125,1.2625,0.1,1.675
429,Uzbekistan,UZB,2015,2.59,6086.715742,30929556,Asia,UZB,Europe,72.08915,18.33823,133.4894,0.02401,0.000735,1.58754,26.7,3,3.7,99,99,99,99,97.52858,,,,3.0374,6.10163,30929.557,23,70.928,0.2,6130,,5.78638,99.98383,11.38843,Central and Eastern Europe,north,5.987,703,2.106,0.3125,1.2625,0.1,1.675
430,Zambia,ZMB,2000,4.05,1990.858991,10415942,,ZMB,Africa,44.42588,14.40196,594.1519,0.10261,0.018555,2.82293,21.5,7.6,0.8,,85,85,85,49.48884,,,1590,3.18158,7.15237,10415.944,95.1,44,16.2,1620,,1.78819,,,Sub-Saharan Africa,south,4.795,586,1.263,0.4,0.2375,0.05,0.6875
431,Zambia,ZMB,2005,3.9,2362.902226,11856244,,ZMB,Africa,48.82884,15.37932,556.3394,0.070695,0.011845,2.4124,21.8,7.1,1.2,82,85,84,82,52.70524,0.545,,1910,1.83119,6.86332,11856.247,65.5,48.496,14.1,2080,,1.73553,,,Sub-Saharan Africa,south,4.795,586,1.263,0.4,0.2375,0.05,0.6875
432,Zambia,ZMB,2010,5.43,3125.528849,13605986,,ZMB,Africa,57.54378,16.74589,363.5941,0.057145,0.00799,3.58587,22.2,6.7,1.8,83,96,80,83,55.81144,0.614,,2500,0.84137,3.7193,13605.984,52.8,55.655,13,3050,64.4,,83.00767,,Sub-Saharan Africa,south,4.795,586,1.263,0.4,0.2375,0.05,0.6875
433,Zambia,ZMB,2015,6.89,3443.553254,15879370,Africa,ZMB,Africa,61.72715,17.4257,294.6363,0.046675,0.005695,3.84835,22.5,6.3,2.7,90,90,90,90,58.68752,,,,2.09054,4.4351,15879.361,44.5,61.737,12.1,3860,57.5,4.62432,,,Sub-Saharan Africa,south,4.795,586,1.263,0.4,0.2375,0.05,0.6875
434,Zimbabwe,ZWE,2000,2.46,3756.139483,11881482,,ZWE,Africa,45.92585,14.80036,675.3416,0.0644,0.00989,1.89336,23.3,11.4,0.8,79,75,78,78,71.72648,1.262,,1890,,,11881.477,58.4,44.649,25,2220,,,,,Sub-Saharan Africa,south,4.193,532,1.029,0.8,0.225,0.05,1.075
435,Zimbabwe,ZWE,2005,2.77,2517.672707,12076697,,ZWE,Africa,45.51881,14.74956,681.0713,0.066135,0.010325,2.1737,23.5,9.4,1.5,65,67,69,68,70.07088,1.255,,1430,,,12076.699,57.7,43.241,19,1680,,,,,Sub-Saharan Africa,south,4.193,532,1.029,0.8,0.225,0.05,1.075
436,Zimbabwe,ZWE,2010,3.93,2458.220626,12697728,,ZWE,Africa,52.91785,16.28815,500.4332,0.059865,0.00866,3.25367,23.6,7.4,2.4,90,90,89,89,67.51281,1.272,,1370,2.75336,10.66562,12697.723,53.1,50.64,15.4,1660,,1.54406,,,Sub-Saharan Africa,south,4.193,532,1.029,0.8,0.225,0.05,1.075
437,Zimbabwe,ZWE,2015,4.92,3198.982129,13814642,Africa,ZWE,Africa,60.75491,17.39828,345.5254,0.042435,0.0047,3.51402,23.8,5.8,3.7,87,86,88,87,64.98583,1.815,,,3.40541,7.45207,13814.629,38.5,59.534,13.8,2410,,,,,Sub-Saharan Africa,south,4.193,532,1.029,0.8,0.225,0.05,1.075
438,Russia,RUS,2015,11.7,25490.70826,145275374,Europe,RUS,Europe,71.52688,19.25444,207.8257,0.007615,0.000395,8.36231,26.2,2.3,6.7,97,98,97,97,96.83172,37.494,,,3.10925,5.29517,144985.057,7.3,71.18341,,23400,,3.83372,,,Europe,north,5.856,815,8.748,3.04,3.16,1.13,7.33
